candidate_id,candidate_text,years_of_experience,current_title,current_company,skill_count,certification_count,language_count,candidate_skills
CAND_0000025,"Headline: Frontend Engineer | Cloud & DevOps Summary: Software engineer with 7.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems. Current Role: Frontend Engineer at Tech Mahindra Current Industry: IT Services Location: Vizag, Andhra Pradesh, India Years of Experience: 7.3 Career History: Frontend Engineer; Tech Mahindra; IT Services; Android mobile development using Java and (more recently) Kotlin at a consumer-app company. Built and maintained multiple production features including the main shopping flow, push notification system, and the offline-first sync layer. Comfortable with the Android framework, Jetpack components, and the typical patterns (MVVM, Hilt, Coroutines). My career has been entirely on mobile so far; interested in expanding into broader backend or platform engineering. | Frontend Engineer; Mindtree; IT Services; Android mobile development using Java and (more recently) Kotlin at a consumer-app company. Built and maintained multiple production features including the main shopping flow, push notification system, and the offline-first sync layer. Comfortable with the Android framework, Jetpack components, and the typical patterns (MVVM, Hilt, Coroutines). My career has been entirely on mobile so far; interested in expanding into broader backend or platform engineering. | Frontend Engineer; Zomato; Food Delivery; Frontend engineering at a media company. React, TypeScript, and the typical surrounding tooling (Webpack, Jest, Cypress). Built the company's design system from scratch and led the migration from a legacy AngularJS app. Strong on the frontend craft — accessibility, performance, animations — but limited backend exposure. Education: Regional Technical Institute; Ph.D; Mechanical Engineering; 8.18 CGPA; tier_4 Skills: JavaScript; intermediate; 10; 26 | Spark; intermediate; 0; 22 | GCP; beginner; 7; 13 | TypeScript; beginner; 2; 17 | LangChain; advanced; 15; 34 | Apache Flink; intermediate; 2; 19 | ETL; beginner; 1; 18 | Redis; beginner; 0; 10 | Data Pipelines; intermediate; 9; 32 Certifications: Six Sigma Green Belt; ASQ; 2018 | AWS Certified Cloud Practitioner; AWS; 2025 Languages: English; professional | Hindi; conversational",7.3,Frontend Engineer,Tech Mahindra,9,2,2,"JavaScript, Spark, GCP, TypeScript, LangChain, Apache Flink, ETL, Redis, Data Pipelines"
CAND_0000026,"Headline: Graphic Designer | 6.8+ yrs experience Summary: Professional with 6.8+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities. Current Role: Graphic Designer at Initech Current Industry: Software Location: Kochi, Kerala, India Years of Experience: 6.8 Career History: Graphic Designer; Initech; Software; Customer support team lead at a SaaS product. Managed a team of 8 support agents handling tier-1 and tier-2 tickets; owned the escalation process to engineering and the customer-feedback loop to product. Built out the support knowledge base and the agent training program. Strong on the people-management side and the process side; lighter on technical depth beyond product expertise. | Accountant; Acme Corp; Manufacturing; Content writing and SEO strategy for a tech-focused publication. Wrote longform articles on developer tools, cloud platforms, and AI/ML topics — including some that ranked on the first page of search for high-competition keywords. Managed a freelance writer pool and the editorial calendar. Recent work has been on AI-assisted content production, using LLM tools for research, drafting, and editing while maintaining editorial quality. | Project Manager; Acme Corp; Manufacturing; Enterprise sales of cloud software solutions into the mid-market segment. Carried a $1.8M ARR quota and consistently delivered against it across the last three years. Owned the full sales cycle: prospecting, discovery, technical evaluation (with SE support), commercial negotiation, and close. Strong on consultative selling for technical buyers; comfortable engaging with both engineering and finance stakeholders. Education: Generic State University; M.Sc; Statistics; 81%; tier_4 | Lovely Professional University; B.E.; Machine Learning; 83%; tier_3 Skills: Apache Beam; intermediate; 4; 18 | Kubeflow; intermediate; 14; 27 | Scrum; beginner; 12; 8 | ETL; beginner; 15; 17 | Django; beginner; 6; 11 | Docker; beginner; 4; 9 | Airflow; intermediate; 7; 21 | Kubernetes; intermediate; 13; 22 Languages: English; native | Hindi; native",6.8,Graphic Designer,Initech,8,0,2,"Apache Beam, Kubeflow, Scrum, ETL, Django, Docker, Airflow, Kubernetes"
CAND_0000027,"Headline: DevOps Engineer | Cloud & DevOps Summary: Software engineer with 3.9 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems. Current Role: DevOps Engineer at Infosys Current Industry: IT Services Location: Kolkata, West Bengal, India Years of Experience: 3.9 Career History: DevOps Engineer; Infosys; IT Services; Java backend development at a large enterprise — Spring Boot microservices, Kafka for inter-service messaging, Postgres + Redis for storage. Worked on the customer onboarding flow which involved orchestrating multiple downstream services. Solid on the Spring ecosystem, transaction handling, and the operational side of Java services. Looking to either go deeper on distributed systems or expand into modern application stacks. | DevOps Engineer; Wipro; IT Services; Full-stack web application development at a SaaS company. Built React-based admin interfaces and the Node.js REST API backing them. Worked across the stack: frontend components, REST endpoint design, PostgreSQL schema, deployment via Docker/Kubernetes. Comfortable in most parts of a typical web stack though my comfort zone is the backend and database side. Recent learning has been on the testing and CI/CD discipline. Education: IIT Bombay; Ph.D; Information Technology; 6.55 CGPA; tier_1 | VJTI Mumbai; B.E.; Artificial Intelligence; 9.11 CGPA; tier_2 Skills: Docker; intermediate; 1; 9 | YOLO; advanced; 31; 20 | PEFT; advanced; 39; 35 | Webpack; intermediate; 0; 33 | Data Science; advanced; 18; 24 | AWS; beginner; 4; 16 | Java; intermediate; 2; 15 | Angular; intermediate; 4; 25 | Databricks; intermediate; 3; 31 | ETL; intermediate; 5; 11 | Marketing; beginner; 15; 14 | Information Retrieval; intermediate; 5; 32 | Weights & Biases; advanced; 31; 44 | Terraform; intermediate; 12; 19 | SAP; intermediate; 8; 9 | Illustrator; beginner; 1; 11 Languages: English; professional | Hindi; conversational",3.9,DevOps Engineer,Infosys,16,0,2,"Docker, YOLO, PEFT, Webpack, Data Science, AWS, Java, Angular, Databricks, ETL, Marketing, Information Retrieval, Weights & Biases, Terraform, SAP, Illustrator"
CAND_0000028,"Headline: Operations Manager | Driving business outcomes Summary: Professional with 1.1+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities. Current Role: Operations Manager at Wipro Current Industry: IT Services Location: Dubai, UAE Years of Experience: 1.1 Career History: Operations Manager; Wipro; IT Services; Brand design and creative direction at a consumer-products company. Owned brand identity (logo, visual system, typography), packaging design, and digital creative across web and social. Led the recent rebrand and managed a small external agency for production work. Comfortable across the Adobe suite, Figma, and the production side of brand and packaging design. Education: Symbiosis International; M.Tech; Mathematics; 7.85 CGPA; tier_3 Skills: Snowflake; beginner; 6; 3 | React; beginner; 11; 7 | JavaScript; beginner; 6; 10 | Tailwind; beginner; 13; 15 | REST APIs; intermediate; 6; 21 | Photoshop; intermediate; 9; 30 | Data Pipelines; intermediate; 4; 23 | Terraform; intermediate; 9; 18 | CNN; intermediate; 8; 29 | Content Writing; beginner; 9; 18 Certifications: AWS Certified Cloud Practitioner; AWS; 2020 Languages: English; professional | Hindi; conversational",1.1,Operations Manager,Wipro,10,1,2,"Snowflake, React, JavaScript, Tailwind, REST APIs, Photoshop, Data Pipelines, Terraform, CNN, Content Writing"
CAND_0000029,"Headline: Business Analyst | Driving business outcomes Summary: Professional with 7.2+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities. Current Role: Business Analyst at Wipro Current Industry: IT Services Location: Noida, Uttar Pradesh, India Years of Experience: 7.2 Career History: Business Analyst; Wipro; IT Services; Marketing leadership role at a B2B SaaS company. Owned the demand-generation function — content marketing, paid acquisition, SEO, email nurture. Built and managed a team of 5 across content, performance marketing, and marketing operations. Worked closely with sales on lead-quality definitions and the SDR-handoff process. Recent focus has been on account-based marketing for our enterprise segment. | Mechanical Engineer; Globex Inc; Manufacturing; Mechanical engineering design role at a hardware-product company. Led the design of two product subsystems through full lifecycle: concept, DFM/DFMA review, prototype, production tooling. Comfortable with CAD (SolidWorks, Creo), FEA (ANSYS), and the typical hardware-development cadence. Worked closely with manufacturing partners on production scale-up. | Civil Engineer; TCS; IT Services; Customer support team lead at a SaaS product. Managed a team of 8 support agents handling tier-1 and tier-2 tickets; owned the escalation process to engineering and the customer-feedback loop to product. Built out the support knowledge base and the agent training program. Strong on the people-management side and the process side; lighter on technical depth beyond product expertise. Education: Symbiosis International; B.Tech; Artificial Intelligence; 6.59 CGPA; tier_3 Skills: Node.js; beginner; 9; 18 | Scrum; beginner; 2; 5 | Tailwind; intermediate; 5; 21 | Hadoop; beginner; 10; 4 | Spring Boot; intermediate; 1; 10 | CI/CD; beginner; 4; 18 | gRPC; beginner; 15; 17 | Terraform; beginner; 9; 10 Languages: English; native | Hindi; native",7.2,Business Analyst,Wipro,8,0,2,"Node.js, Scrum, Tailwind, Hadoop, Spring Boot, CI/CD, gRPC, Terraform"
CAND_0000030,"Headline: Marketing Manager | Driving business outcomes Summary: Professional with 10.0+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities. Current Role: Marketing Manager at Dunder Mifflin Current Industry: Paper Products Location: Kochi, Kerala, India Years of Experience: 10.0 Career History: Marketing Manager; Dunder Mifflin; Paper Products; Senior accounting role at a mid-sized company — month-end close, financial reporting, statutory compliance (GAAP / Ind-AS), and tax filings. Owned the GL, fixed-asset register, and the audit-readiness function. Managed a team of 3 staff accountants. Built strong process discipline around the close cycle, reducing close time from 12 days to 7 over the last two years. | Sales Executive; Hooli; Software; Operations management role at a logistics company. Owned daily fulfillment operations across 3 warehouses, managing a team of 80 across receiving, picking, packing, and outbound. Built and tracked the operational KPIs (on-time fulfillment, accuracy, cost per order) and led the continuous improvement initiatives that drove a 22% productivity gain over 18 months. | Content Writer; Hooli; Software; Content writing and SEO strategy for a tech-focused publication. Wrote longform articles on developer tools, cloud platforms, and AI/ML topics — including some that ranked on the first page of search for high-competition keywords. Managed a freelance writer pool and the editorial calendar. Recent work has been on AI-assisted content production, using LLM tools for research, drafting, and editing while maintaining editorial quality. Education: Generic State University; B.E.; Computer Engineering; 81%; tier_4 | Generic State University; Ph.D; Artificial Intelligence; 7.98 CGPA; tier_4 Skills: gRPC; intermediate; 3; 36 | Apache Beam; beginner; 5; 6 | GraphQL; intermediate; 2; 22 | Java; intermediate; 14; 11 | Spring Boot; intermediate; 2; 22 | Microservices; beginner; 11; 5 | Six Sigma; beginner; 8; 8 | Accounting; intermediate; 3; 30 | HTML; intermediate; 12; 9 Languages: English; professional | Hindi; conversational",10.0,Marketing Manager,Dunder Mifflin,9,0,2,"gRPC, Apache Beam, GraphQL, Java, Spring Boot, Microservices, Six Sigma, Accounting, HTML"
CAND_0000031,"Headline: Recommendation Systems Engineer | Search, Ranking & Retrieval Summary: Machine learning engineer with 6.0 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I've learned that most retrieval problems are actually evaluation problems in disguise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack. Current Role: Recommendation Systems Engineer at Swiggy Current Industry: Food Delivery Location: Hyderabad, Telangana, India Years of Experience: 6.0 Career History: Recommendation Systems Engineer; Swiggy; Food Delivery; Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Designed features across three families: content metadata, user behavior signals, and item engagement history. Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Worked closely with PMs to define the optimization target (click-through vs. dwell time vs. downstream conversion) — that work was as important as the modeling itself. | Search Engineer; Mad Street Den; AI/ML; Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Designed features across three families: content metadata, user behavior signals, and item engagement history. Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Worked closely with PMs to define the optimization target (click-through vs. dwell time vs. downstream conversion) — that work was as important as the modeling itself. | NLP Engineer; Uber; Transportation; Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. Designed features across three families: content metadata, user behavior signals, and item engagement history. Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Worked closely with PMs to define the optimization target (click-through vs. dwell time vs. downstream conversion) — that work was as important as the modeling itself. | Applied ML Engineer; Zomato; Food Delivery; Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Designed the relevance labeling pipeline (mix of click-through data and explicit human judgments), the feature pipeline, and the training/eval workflow. Most of the work was infrastructure and data quality — the modeling part was almost the easy bit. Final model improved revenue-per-search by 12%. Education: SRM University; M.Tech; Computer Engineering; 9.16 CGPA; tier_2 Skills: Go; intermediate; 7; 19 | MLflow; advanced; 59; 21 | FAISS; advanced; 19; 35 | Pinecone; expert; 34; 88 | Angular; beginner; 4; 18 | Image Classification; advanced; 56; 28 | Machine Learning; advanced; 43; 23 | Speech Recognition; intermediate; 14; 24 | BentoML; intermediate; 6; 14 | MLOps; intermediate; 15; 36 | Embeddings; expert; 48; 60 | Information Retrieval; expert; 2; 84 | Hugging Face Transformers; expert; 18; 36 | Feature Engineering; advanced; 38; 26 | Sentence Transformers; expert; 16; 69 | scikit-learn; advanced; 41; 60 | Marketing; intermediate; 11; 36 Languages: English; native | Hindi; native",6.0,Recommendation Systems Engineer,Swiggy,17,0,2,"Go, MLflow, FAISS, Pinecone, Angular, Image Classification, Machine Learning, Speech Recognition, BentoML, MLOps, Embeddings, Information Retrieval, Hugging Face Transformers, Feature Engineering, Sentence Transformers, scikit-learn, Marketing"
CAND_0000032,"Headline: .NET Developer | Full-stack development Summary: Software engineer with 8.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems. Current Role: .NET Developer at Cognizant Current Industry: IT Services Location: Gurgaon, Haryana, India Years of Experience: 8.1 Career History: .NET Developer; Cognizant; IT Services; Java backend development at a large enterprise — Spring Boot microservices, Kafka for inter-service messaging, Postgres + Redis for storage. Worked on the customer onboarding flow which involved orchestrating multiple downstream services. Solid on the Spring ecosystem, transaction handling, and the operational side of Java services. Looking to either go deeper on distributed systems or expand into modern application stacks. | Cloud Engineer; HCL; IT Services; Test automation and QA engineering for a fintech product. Built and maintained the end-to-end test suite using Selenium and pytest, plus the load-testing setup using Locust. Worked closely with developers on testability patterns and with product on acceptance criteria. Recent work has been on shifting test responsibility into the dev team — moving from QA-as-gate to QA-as-coach. Career has been entirely in QA/test engineering. | Mobile Developer; Globex Inc; Manufacturing; Full-stack web application development at a SaaS company. Built React-based admin interfaces and the Node.js REST API backing them. Worked across the stack: frontend components, REST endpoint design, PostgreSQL schema, deployment via Docker/Kubernetes. Comfortable in most parts of a typical web stack though my comfort zone is the backend and database side. Recent learning has been on the testing and CI/CD discipline. Education: VIT Chennai; M.Sc; Machine Learning; 8.37 CGPA; tier_3 | Amity University; Ph.D; Physics; 7.95 CGPA; tier_3 Skills: Speech Recognition; advanced; 36; 19 | Project Management; beginner; 6; 17 | REST APIs; beginner; 13; 6 | CSS; intermediate; 15; 27 | Embeddings; advanced; 30; 30 | Hadoop; beginner; 0; 8 | Spark; intermediate; 14; 30 | Python; intermediate; 2; 13 | Data Pipelines; beginner; 6; 8 | OpenCV; advanced; 45; 54 Languages: English; native | Hindi; native",8.1,.NET Developer,Cognizant,10,0,2,"Speech Recognition, Project Management, REST APIs, CSS, Embeddings, Hadoop, Spark, Python, Data Pipelines, OpenCV"
CAND_0000033,"Headline: Graphic Designer | Helping teams scale Summary: Professional with 8.6+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities. Current Role: Graphic Designer at Wipro Current Industry: IT Services Location: Pune, Maharashtra, India Years of Experience: 8.6 Career History: Graphic Designer; Wipro; IT Services; Business analyst at a consulting firm, working primarily with retail and CPG clients. Conducted business diagnostics, process re-engineering work, and digital transformation strategy projects. Strong on stakeholder management, structured problem-solving, and the typical consulting toolkit (slide-craft, Excel modeling, executive communication). Recent project work involved AI-strategy advisory but my own technical depth in AI is limited. | Project Manager; Dunder Mifflin; Paper Products; Senior accounting role at a mid-sized company — month-end close, financial reporting, statutory compliance (GAAP / Ind-AS), and tax filings. Owned the GL, fixed-asset register, and the audit-readiness function. Managed a team of 3 staff accountants. Built strong process discipline around the close cycle, reducing close time from 12 days to 7 over the last two years. | Content Writer; Acme Corp; Manufacturing; Enterprise sales of cloud software solutions into the mid-market segment. Carried a $1.8M ARR quota and consistently delivered against it across the last three years. Owned the full sales cycle: prospecting, discovery, technical evaluation (with SE support), commercial negotiation, and close. Strong on consultative selling for technical buyers; comfortable engaging with both engineering and finance stakeholders. Education: Tier-3 Engineering College; M.S.; Computer Science; 9.32 CGPA; tier_4 Skills: Kubernetes; beginner; 0; 9 | Data Pipelines; beginner; 4; 8 | Snowflake; intermediate; 11; 12 | CI/CD; intermediate; 11; 29 | SEO; intermediate; 9; 36 | ETL; intermediate; 0; 20 | Airflow; intermediate; 11; 16 | TypeScript; intermediate; 13; 15 | Content Writing; intermediate; 13; 11 | Spring Boot; intermediate; 5; 26 Certifications: Six Sigma Green Belt; ASQ; 2019 Languages: English; professional | Hindi; conversational",8.6,Graphic Designer,Wipro,10,1,2,"Kubernetes, Data Pipelines, Snowflake, CI/CD, SEO, ETL, Airflow, TypeScript, Content Writing, Spring Boot"
CAND_0000034,"Headline: Business Analyst | Driving business outcomes Summary: Professional with 14.5+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities. Current Role: Business Analyst at Wipro Current Industry: IT Services Location: Ahmedabad, Gujarat, India Years of Experience: 14.5 Career History: Business Analyst; Wipro; IT Services; Content writing and SEO strategy for a tech-focused publication. Wrote longform articles on developer tools, cloud platforms, and AI/ML topics — including some that ranked on the first page of search for high-competition keywords. Managed a freelance writer pool and the editorial calendar. Recent work has been on AI-assisted content production, using LLM tools for research, drafting, and editing while maintaining editorial quality. | Mechanical Engineer; Hooli; Software; Business analyst at a consulting firm, working primarily with retail and CPG clients. Conducted business diagnostics, process re-engineering work, and digital transformation strategy projects. Strong on stakeholder management, structured problem-solving, and the typical consulting toolkit (slide-craft, Excel modeling, executive communication). Recent project work involved AI-strategy advisory but my own technical depth in AI is limited. | Business Analyst; Infosys; IT Services; Business analyst at a consulting firm, working primarily with retail and CPG clients. Conducted business diagnostics, process re-engineering work, and digital transformation strategy projects. Strong on stakeholder management, structured problem-solving, and the typical consulting toolkit (slide-craft, Excel modeling, executive communication). Recent project work involved AI-strategy advisory but my own technical depth in AI is limited. | Accountant; TCS; IT Services; Business analyst at a consulting firm, working primarily with retail and CPG clients. Conducted business diagnostics, process re-engineering work, and digital transformation strategy projects. Strong on stakeholder management, structured problem-solving, and the typical consulting toolkit (slide-craft, Excel modeling, executive communication). Recent project work involved AI-strategy advisory but my own technical depth in AI is limited. | Accountant; Hooli; Software; Marketing leadership role at a B2B SaaS company. Owned the demand-generation function — content marketing, paid acquisition, SEO, email nurture. Built and managed a team of 5 across content, performance marketing, and marketing operations. Worked closely with sales on lead-quality definitions and the SDR-handoff process. Recent focus has been on account-based marketing for our enterprise segment. | Content Writer; Pied Piper; Software; Marketing leadership role at a B2B SaaS company. Owned the demand-generation function — content marketing, paid acquisition, SEO, email nurture. Built and managed a team of 5 across content, performance marketing, and marketing operations. Worked closely with sales on lead-quality definitions and the SDR-handoff process. Recent focus has been on account-based marketing for our enterprise segment. | Content Writer; Stark Industries; Manufacturing; Mechanical engineering design role at a hardware-product company. Led the design of two product subsystems through full lifecycle: concept, DFM/DFMA review, prototype, production tooling. Comfortable with CAD (SolidWorks, Creo), FEA (ANSYS), and the typical hardware-development cadence. Worked closely with manufacturing partners on production scale-up. Education: Tier-3 Engineering College; B.E.; Computer Engineering; 8.97 CGPA; tier_4 Skills: GraphQL; beginner; 2; 3 | Excel; intermediate; 15; 19 | Node.js; beginner; 6; 6 | Terraform; intermediate; 6; 13 | Salesforce CRM; intermediate; 6; 27 | Flask; intermediate; 8; 28 | React; beginner; 14; 2 | Azure; beginner; 1; 5 | Redux; beginner; 15; 3 | Next.js; intermediate; 7; 21 Languages: English; native | Hindi; native",14.5,Business Analyst,Wipro,10,0,2,"GraphQL, Excel, Node.js, Terraform, Salesforce CRM, Flask, React, Azure, Redux, Next.js"
CAND_0000035,"Headline: Full Stack Developer | Backend systems & APIs Summary: Software engineer with 4.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems. Current Role: Full Stack Developer at Globex Inc Current Industry: Manufacturing Location: Hyderabad, Telangana, India Years of Experience: 4.3 Career History: Full Stack Developer; Globex Inc; Manufacturing; Full-stack web application development at a SaaS company. Built React-based admin interfaces and the Node.js REST API backing them. Worked across the stack: frontend components, REST endpoint design, PostgreSQL schema, deployment via Docker/Kubernetes. Comfortable in most parts of a typical web stack though my comfort zone is the backend and database side. Recent learning has been on the testing and CI/CD discipline. | Software Engineer; Wipro; IT Services; Frontend engineering at a media company. React, TypeScript, and the typical surrounding tooling (Webpack, Jest, Cypress). Built the company's design system from scratch and led the migration from a legacy AngularJS app. Strong on the frontend craft — accessibility, performance, animations — but limited backend exposure. Education: Generic State University; B.E.; Civil Engineering; 90%; tier_4 | Bharati Vidyapeeth; M.S.; Data Science; 7.08 CGPA; tier_3 Skills: Snowflake; intermediate; 11; 27 | BigQuery; beginner; 15; 6 | Recommendation Systems; intermediate; 2; 34 | Data Pipelines; beginner; 14; 18 | Docker; beginner; 3; 11 | MongoDB; intermediate; 11; 16 | PostgreSQL; intermediate; 14; 13 | Sales; intermediate; 0; 19 | Kafka; intermediate; 14; 29 | Speech Recognition; intermediate; 5; 33 | BentoML; advanced; 40; 59 | Go; beginner; 1; 11 | Next.js; intermediate; 15; 22 | dbt; beginner; 2; 9 Certifications: AWS Certified Cloud Practitioner; AWS; 2022 | Six Sigma Green Belt; ASQ; 2020 Languages: English; professional | Hindi; conversational",4.3,Full Stack Developer,Globex Inc,14,2,2,"Snowflake, BigQuery, Recommendation Systems, Data Pipelines, Docker, MongoDB, PostgreSQL, Sales, Kafka, Speech Recognition, BentoML, Go, Next.js, dbt"
CAND_0000036,"Headline: Project Manager | 11.3+ yrs experience Summary: Professional with 11.3+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities. Current Role: Project Manager at Initech Current Industry: Software Location: Trivandrum, Kerala, India Years of Experience: 11.3 Career History: Project Manager; Initech; Software; Brand design and creative direction at a consumer-products company. Owned brand identity (logo, visual system, typography), packaging design, and digital creative across web and social. Led the recent rebrand and managed a small external agency for production work. Comfortable across the Adobe suite, Figma, and the production side of brand and packaging design. | Content Writer; Hooli; Software; Marketing leadership role at a B2B SaaS company. Owned the demand-generation function — content marketing, paid acquisition, SEO, email nurture. Built and managed a team of 5 across content, performance marketing, and marketing operations. Worked closely with sales on lead-quality definitions and the SDR-handoff process. Recent focus has been on account-based marketing for our enterprise segment. | HR Manager; Dunder Mifflin; Paper Products; Brand design and creative direction at a consumer-products company. Owned brand identity (logo, visual system, typography), packaging design, and digital creative across web and social. Led the recent rebrand and managed a small external agency for production work. Comfortable across the Adobe suite, Figma, and the production side of brand and packaging design. | Civil Engineer; TCS; IT Services; Senior accounting role at a mid-sized company — month-end close, financial reporting, statutory compliance (GAAP / Ind-AS), and tax filings. Owned the GL, fixed-asset register, and the audit-readiness function. Managed a team of 3 staff accountants. Built strong process discipline around the close cycle, reducing close time from 12 days to 7 over the last two years. | Marketing Manager; Wayne Enterprises; Conglomerate; Mechanical engineering design role at a hardware-product company. Led the design of two product subsystems through full lifecycle: concept, DFM/DFMA review, prototype, production tooling. Comfortable with CAD (SolidWorks, Creo), FEA (ANSYS), and the typical hardware-development cadence. Worked closely with manufacturing partners on production scale-up. Education: KIIT University; M.S.; Commerce; 8.89 CGPA; tier_3 Skills: Figma; beginner; 6; 13 | MongoDB; beginner; 4; 8 | PowerPoint; beginner; 5; 3 | CSS; beginner; 5; 14 | Excel; intermediate; 9; 28 | GraphQL; beginner; 5; 18 | Object Detection; advanced; 39; 37 | Vue.js; beginner; 13; 4 | Sales; beginner; 4; 9 Languages: English; native | Hindi; conversational",11.3,Project Manager,Initech,9,0,2,"Figma, MongoDB, PowerPoint, CSS, Excel, GraphQL, Object Detection, Vue.js, Sales"
